[00:00:003.19 --> 00:00:008.29] [Interviewer]  Hello and welcome everyone. I'm Corey Hofstein and this is Flirting with Models, the podcast
[00:24:013.80 --> 00:24:020.56] [Interviewer]  Talk me through, particularly with something like a deep neural network where they are entirely opaque.
[00:24:020.76 --> 00:24:025.48] [Interviewer]  And a lot of the reason within the model is hidden deep in the layers.
[00:24:026.28 --> 00:24:029.04] [Interviewer]  How do you gain confidence that you're not overfitting?
[00:24:029.62 --> 00:24:035.34] [Interviewer]  And I want to say I almost find it ironic because you didn't start using deep neural networks until the last couple of years.
[00:24:035.42 --> 00:24:041.40] [Interviewer]  But you actually wrote a piece very early on at Euclidean about how you gain confidence.
[00:24:042.06 --> 00:24:043.76] [Interviewer]  In a machine learning approach.
[00:24:043.82 --> 00:24:046.92] [Interviewer]  And so maybe that you can tie that in sort of the criteria you outlined.
[00:24:047.28 --> 00:24:055.34] [Interviewer]  But how do you think about gaining confidence in an approach in which by definition there's an extreme lack of transparency?
[00:24:056.49 --> 00:24:058.79] [Customer]  It may sound like overfitting, but in this case, it's not.
[00:24:059.05 --> 00:25:003.49] [Customer]  I think it's worthwhile to clarify the relationship between machine learning and overfitting.
[00:25:003.77 --> 00:25:008.91] [Customer]  The fitting of data is, in fact, a spectrum going from underfit to overfit.
[00:25:009.03 --> 00:25:015.65] [Customer]  And somewhere in the middle there is a point that is like this Goldilocks point where you're not too underfit and you're not too overfit.
[00:25:016.03 --> 00:25:022.87] [Customer]  This is the point where a model is said to optimally generalize the relationship in the training data to the out-of-sample data.
[00:25:022.87 --> 00:25:034.07] [Customer]  The tools of machine learning like regularization, cross-validation, and holdout testing are designed to allow you to navigate the spectrum so that you can find this Goldilocks point of generalization.
[00:25:034.47 --> 00:25:039.25] [Customer]  So take computer vision as an example where there's been a lot of success with deep neural networks.
[00:25:039.55 --> 00:25:042.09] [Customer]  There's a tremendous amount of noise in images.
[00:25:042.23 --> 00:25:050.09] [Customer]  We don't notice how extreme it is because our brains are so good at converting a field of pixels into recognizable objects.
[00:25:050.39 --> 00:25:052.49] [Customer]  But just imagine the diversity of pixels.
[00:25:052.87 --> 00:25:057.55] [Customer]  And pixel combinations that exist in a photo of something like an Arabian bazaar.
[00:25:058.15 --> 00:26:002.83] [Customer]  Then imagine how those combinations multiplies lighting changes throughout the day.
[00:26:003.39 --> 00:26:011.07] [Customer]  So how is it possible that we are able to build perceptual systems that are able to visually navigate a self-driving car?
[00:26:011.25 --> 00:26:015.81] [Customer]  Wouldn't those perceptual systems just overfit the noise in all that video?
[00:26:016.23 --> 00:26:018.49] [Customer]  The answer is regularization.
[00:26:018.67 --> 00:26:022.39] [Customer]  Without it, we would have none of the successes we see.
[00:26:022.39 --> 00:26:022.55] [Customer]  It's not about being able to do that.
[00:26:022.55 --> 00:26:022.55] [Customer] 
[00:26:022.55 --> 00:26:022.55] [Customer] 
[00:26:022.55 --> 00:26:022.55] [Customer] 
[00:26:022.55 --> 00:26:022.55] [Customer] 
[00:26:022.55 --> 00:26:024.09] [Customer]  we're not going to be able to do that without the complexity that we see with neural networks today.
[00:26:024.35 --> 00:26:030.53] [Customer]  Now there is this relationship between the complexity of a model, and again deep neural networks are very complex,
[00:26:030.59 --> 00:26:034.25] [Customer]  and how much data we have for a given problem.
[00:26:034.69 --> 00:26:038.33] [Customer]  The more complex the model, the more data you need.
[00:26:038.47 --> 00:26:046.43] [Customer]  And I've heard this argument that in finance there just isn't enough data to support the complexity of a deep neural network as there is with computer vision.
[00:26:046.91 --> 00:26:052.37] [Customer]  But in this particular problem, forecasting future fundamentals from, you know,
[00:26:052.37 --> 00:26:058.27] [Customer]  historic fundamentals, there's actually plenty of data. So we can do the math. If we're interested
[00:26:058.27 --> 00:27:006.83] [Customer]  in five-year time series, then that's a data point, then how many five-year time series on
[00:27:006.83 --> 00:27:014.01] [Customer]  company fundamentals are there? If we use a sample historic period to learn from of 35 years,
[00:27:014.27 --> 00:27:019.81] [Customer]  and assume we have approximately 2,500 companies at each given time, and that we were looking at
[00:27:019.81 --> 00:27:023.77] [Customer]  monthly data, if you multiply those three numbers together, we have close to a million unique
[00:27:023.77 --> 00:27:029.09] [Customer]  time series to learn from, which is plenty for the purpose of deep learning.
[00:27:029.57 --> 00:27:034.59] [Customer]  Now, there are aspects of financial data that can make learning, in any kind of inference for that
[00:27:034.59 --> 00:27:041.53] [Customer]  matter, challenging. So like any problem, we have this issue when learning of trying to infer a
[00:27:041.53 --> 00:27:049.33] [Customer]  distribution from only a sample of data. And we're successful if we're able to infer that
[00:27:049.33 --> 00:27:049.79] [Customer]  really well.
[00:27:049.81 --> 00:27:054.47] [Customer]  relationship from the data on out-of-sample data. But because the time dimensionality of
[00:27:054.47 --> 00:28:000.81] [Customer]  financial data, the underlying true distribution that we're trying to learn can change. That is,
[00:28:000.85 --> 00:28:005.07] [Customer]  this distribution can be what's called non-stationary, so that whatever you learn
[00:28:005.07 --> 00:28:007.53] [Customer]  in one time period may not be true in the next time period.
[00:28:008.46 --> 00:28:011.56] [Interviewer]  You absolutely read my mind because this is exactly where I wanted to go next.
[00:28:011.72 --> 00:28:020.84] [Interviewer]  This discussion of machine learning seems incredibly well suited for data sets that are implicitly stationary, as you mentioned.
[00:28:021.14 --> 00:28:030.62] [Interviewer]  And it seems to have made huge advancements in areas where there are well-defined rules or games where there's ultimately defined boundaries.
[00:28:030.94 --> 00:28:036.72] [Interviewer]  So Go is an incredibly complex game, but there are ultimately governing rules.
[00:28:036.72 --> 00:28:050.50] [Interviewer]  If you ascribe to someone like Andrew Lowe's adaptive market hypothesis, the degree of competition within the market is ultimately in some way changing the rules.
[00:28:050.86 --> 00:28:053.64] [Interviewer]  And in many ways, the rules have changed over time.
[00:28:053.80 --> 00:28:058.82] [Interviewer]  The way, for example, that CFOs may report financials has changed over time.
[00:28:059.14 --> 00:29:003.74] [Interviewer]  How do you tackle this issue of non-stationarity in the data?
[00:29:003.84 --> 00:29:005.70] [Interviewer]  And maybe just more generally.
[00:29:005.70 --> 00:29:011.04] [Interviewer]  Is machine learning applicable in finance at all?
[00:29:011.82 --> 00:29:018.92] [Customer]  Sure, but this is not so much an issue with machine learning, but rather a question of when and where inference can be done at all.
[00:29:019.06 --> 00:29:031.24] [Customer]  If you have extremely non-stationary data where the distribution is constantly changing from one period to the next, then any statistical description of the data in prior time periods is of no real value in the next.
[00:29:032.02 --> 00:29:039.78] [Customer]  Now, there are tools that can be employed if you have non-stationary data that is slowly changing through time.
[00:29:039.78 --> 00:29:051.02] [Customer]  And that is to iteratively build models, be it a linear regression or a neural network, that use data from a fixed trailing window of time to forecast into the current or next time period.
[00:29:051.36 --> 00:29:055.56] [Customer]  So let's say you believe that your distribution is relatively stable over a four month period.
[00:29:055.84 --> 00:30:004.88] [Customer]  Then if you want to make forecasts for April, you build a model on data from January through March and use that model to make your April forecasts.
[00:30:005.28 --> 00:30:009.76] [Customer]  And then you repeat this process for forecasts in May by building a model.
[00:30:009.78 --> 00:30:013.74] [Customer]  And then you build a model on data from the period February through April.
[00:30:013.88 --> 00:30:018.70] [Customer]  And you can see how you can just iterate this approach out on forever.
[00:30:018.90 --> 00:30:028.00] [Customer]  We do a form of this at Euclidean when we're forecasting fundamentals, but our time window is closer to 20 years than four months.
[00:30:028.78 --> 00:30:037.70] [Customer]  And this gets to the point of why at Euclidean we focus on long-term value investing or fundamental investing.
[00:30:037.70 --> 00:30:041.46] [Customer]  Because it's a more stationary problem than other types of investing.
[00:30:041.90 --> 00:30:049.68] [Customer]  I mean, it's pretty well understood that the value of an asset is its future cash flows discounted to present value.
[00:30:049.86 --> 00:31:000.14] [Customer]  And that's true, was true in 1925, it was also true in 2007, it's true in 2018, and it will be true in 2050.
[00:31:000.62 --> 00:31:007.68] [Customer]  Therefore, if we can forecast cash flows in the future with any degree of accuracy,
[00:31:007.68 --> 00:31:013.48] [Customer]  you should have an investment approach that would work well over the long run.
[00:31:013.60 --> 00:31:019.78] [Customer]  Whatever forecasting model that is, it should be valuable regardless of what decade it's being used in.
[00:31:020.55 --> 00:31:025.87] [Interviewer]  So one of the things we've touched upon here, one of the benefits potentially of a deep
[00:31:025.87 --> 00:31:029.83] [Interviewer]  neural network is that you don't have to pre-engineer your factors.
[00:31:030.73 --> 00:31:037.89] [Interviewer]  But in many ways, it strikes me that what makes someone a quant value investor is that
[00:31:037.89 --> 00:31:043.01] [Interviewer]  pre-engineering in a certain way, that the factors that they are by definition looking
[00:31:043.01 --> 00:31:044.83] [Interviewer]  at have to do with valuation.
[00:31:045.11 --> 00:31:047.01] [Interviewer]  So they might be looking at price to book.
[00:31:047.13 --> 00:31:048.87] [Interviewer]  They might be looking at enterprise value to EBITDA.
[00:31:048.87 --> 00:31:055.55] [Interviewer]  It strikes me that when you just provide all the raw input to the deep neural network,
[00:31:055.81 --> 00:32:000.77] [Interviewer]  maybe it's how you ask the question of the deep neural network that ultimately makes
[00:32:000.77 --> 00:32:002.29] [Interviewer]  you a value investor.
[00:32:002.59 --> 00:32:007.01] [Interviewer]  So I guess the question I would pose to you is if you're passing in all this raw data,
[00:32:007.99 --> 00:32:014.11] [Interviewer]  what is it necessarily that connects you to the history of value investing that would
[00:32:014.11 --> 00:32:018.03] [Interviewer]  make you say that you're applying machine learning to value investing?
[00:32:018.03 --> 00:32:018.31] [Interviewer]  Yeah.
[00:32:019.05 --> 00:32:024.17] [Customer]  Well, what we really are is long-term fundamental investors, meaning that at any point in time,
[00:32:024.31 --> 00:32:028.89] [Customer]  all I want to know is all of the publicly available information about a company that
[00:32:028.89 --> 00:32:033.91] [Customer]  can be found in its historical financials or other documents that are filed with the SEC
[00:32:033.91 --> 00:32:039.65] [Customer]  or published online. And all I want to assess is whether this company is going to be a good
[00:32:039.65 --> 00:32:045.35] [Customer]  long-term investment or not. Now, the reality is that when you train any kind of model with that
[00:32:045.35 --> 00:32:049.87] [Customer]  setup, it'll inevitably come up with a model that is characteristically value in nature.
[00:32:050.11 --> 00:32:055.07] [Customer]  And that is just because of the strength of the value effect in the data. It's embedded in the
[00:32:055.07 --> 00:33:001.31] [Customer]  combination of base economic principles of mean reversion and human behavioral biases,
[00:33:001.33 --> 00:33:005.57] [Customer]  which create the effect. And therefore, it's existed for a very, very long time
[00:33:005.57 --> 00:33:012.01] [Customer]  and will continue to exist. Now, with a value model, there is, of course, value investments,
[00:33:012.17 --> 00:33:014.91] [Customer]  good value investments, and there are also value traps.
[00:33:015.35 --> 00:33:020.73] [Customer]  And I think that is where machine learning really shows its power and its ability to use
[00:33:020.73 --> 00:33:026.91] [Customer]  non-linearity to discriminate within the universe of value between companies that are
[00:33:026.91 --> 00:33:031.69] [Customer]  true value opportunities and those companies that are just deservedly cheap.
[00:33:032.51 --> 00:33:038.73] [Interviewer]  So last year, you wrote this paper titled Improving Factor-Based Quantitative Investing
[00:33:038.73 --> 00:33:044.51] [Interviewer]  by Forecasting Company Fundamentals, which took, I think, a pretty different approach
[00:33:044.51 --> 00:33:049.51] [Interviewer]  to applying machine learning to the investment landscape than a lot of other approaches I'd
[00:33:049.51 --> 00:33:055.33] [Interviewer]  tried before, where instead of trying to forecast returns, you took this approach of trying
[00:33:055.33 --> 00:34:002.27] [Interviewer]  to forecast company fundamentals and then use that information in what I believe was
[00:34:002.27 --> 00:34:004.25] [Interviewer]  sort of your classification algorithm.
[00:34:005.09 --> 00:34:010.09] [Interviewer]  Can you talk me through that paper a bit and some of the results that you came upon?
[00:34:010.23 --> 00:34:010.39] [Interviewer]  Sure.
[00:34:010.98 --> 00:34:015.48] [Customer]  This is the result where we found that using a deep recurrent neural network, we could not
[00:34:015.48 --> 00:34:021.60] [Customer]  forecast prices or excess returns any better than we could with a linear model. But we could forecast
[00:34:021.60 --> 00:34:026.74] [Customer]  future fundamentals from historical fundamentals much better than we could with a linear model
[00:34:026.74 --> 00:34:032.98] [Customer]  or with a random walk. Now, you need to ask, is there any value to forecasting future fundamentals?
[00:34:033.28 --> 00:34:038.94] [Customer]  Don't we really want to know how an investment's going to do, not how the fundamentals are going
[00:34:038.94 --> 00:34:045.46] [Customer]  to unfold? So to empirically answer this question, what we did was imagine that at each point in time
[00:34:045.46 --> 00:34:053.84] [Customer]  we had clairvoyant access to future fundamentals, i.e. we could see the future. So say it's December
[00:34:053.84 --> 00:35:002.78] [Customer]  1983, and we give our hypothetical selves access to 1984 year-end earnings for all companies. And
[00:35:002.78 --> 00:35:008.88] [Customer]  then we take these future earnings and construct a factor by dividing the earnings, the future
[00:35:008.88 --> 00:35:016.20] [Customer]  earnings by the current December 1983 enterprise value, and construct portfolios of stocks by this
[00:35:016.20 --> 00:35:022.84] [Customer]  factor. And so through simulation, we show that using this hypothetical clairvoyant factor,
[00:35:023.16 --> 00:35:030.64] [Customer]  you would have generated just fantastic returns in excess of 40%. And so in our minds, this result
[00:35:030.64 --> 00:35:038.06] [Customer]  motivates a desire to forecast fundamentals in as accurate a way as possible. And I think that
[00:35:038.06 --> 00:35:038.86] [Customer]  this is just a very important factor. And I think that this is just a very important factor. And I
[00:35:038.88 --> 00:35:039.06] [Customer]  think that this is just a very important factor. And I think that this is just a very important factor.
[00:35:039.06 --> 00:35:044.12] [Customer]  So I think that's the tip of the iceberg on this idea of forecasting fundamentals. There are a lot
[00:35:044.12 --> 00:35:049.84] [Customer]  of interesting directions we can take this research, and that includes using unstructured
[00:35:049.84 --> 00:35:055.90] [Customer]  data, since we're using deep neural networks to help improve the forecast. And then there's this
[00:35:055.90 --> 00:36:002.18] [Customer]  idea of forecasting under uncertainty. For example, in the real world, two investments that
[00:36:002.18 --> 00:36:008.62] [Customer]  look extremely similar can have different outcomes, both in price, but also in how they're
[00:36:008.62 --> 00:36:015.88] [Customer]  fundamentals evolve. And this is just a product of the natural uncertainty involved in companies
[00:36:015.88 --> 00:36:023.88] [Customer]  and investing. Earlier, I mentioned these guys at Amazon that have been doing a lot of work on this
[00:36:023.88 --> 00:36:031.94] [Customer]  problem of forecasting not just a value in the future, but forecasting not the expected value
[00:36:031.94 --> 00:36:038.08] [Customer]  of something in the future, but in forecasting the entire distribution of outcomes.
[00:36:038.62 --> 00:36:044.38] [Customer]  And if you knew what the distribution of outcomes and not just what the expected value was,
[00:36:044.56 --> 00:36:052.14] [Customer]  you could construct portfolios in a much more rigorous and interesting way. And so I think
[00:36:052.14 --> 00:36:058.28] [Customer]  using techniques like deep autoregressive recurrent neural networks, I think it's a very
[00:36:058.28 --> 00:37:000.02] [Customer]  interesting and promising area.
[00:37:000.90 --> 00:37:007.00] [Interviewer]  this ties into a topic I want to get into a little bit, which is that today, most researchers and
[00:37:007.00 --> 00:37:015.94] [Interviewer]  practitioners would agree that we probably have a P hacking problem in the industry and a lot of
[00:37:015.94 --> 00:37:021.12] [Interviewer]  other industries as well, where just when you have so many people evaluating the same data,
[00:37:021.26 --> 00:37:027.06] [Interviewer]  you're bound to end up with a lot of false positives. So we've discussed this fact that
[00:37:027.06 --> 00:37:034.26] [Interviewer]  deep neural networks, by definition, we don't have to pre-engineer the factors, and we can just
[00:37:034.26 --> 00:37:043.12] [Interviewer]  sort of allow the machine to programmatically search for methods of selection, weight the
[00:37:043.12 --> 00:37:050.40] [Interviewer]  importance, transform the data, which to a very naive ear, mine included, sounds a lot like data
[00:37:050.40 --> 00:37:057.04] [Interviewer]  mining. But you have made the argument in the past that, and I've read a lot of the papers,
[00:37:057.04 --> 00:37:057.04] [Interviewer] 
[00:37:057.06 --> 00:38:002.20] [Interviewer]  I've read this on your blog, that machine learning can actually be, when done correctly,
[00:38:003.30 --> 00:38:009.88] [Interviewer]  many of the techniques of machine learning can be more robust to the problems found in
[00:38:009.88 --> 00:38:014.72] [Interviewer]  traditional factor research. And I was hoping you could expand on that for me a little bit,
[00:38:014.74 --> 00:38:022.48] [Interviewer]  and maybe some of the lessons that machine learning can offer to traditional factor research.
[00:38:023.67 --> 00:38:028.85] [Customer]  So I think it's worthwhile to explain a little bit what p-hacking is. In the social sciences
[00:38:028.85 --> 00:38:033.73] [Customer]  and natural sciences, the way that you show statistical significance for a number, let's say
[00:38:033.73 --> 00:38:041.05] [Customer]  the alpha in a back test, is you construct a 99 or 95 percent confidence interval around that number.
[00:38:041.23 --> 00:38:046.47] [Customer]  And the way that you interpret that interval is that if you were to run the experiment a hundred
[00:38:046.47 --> 00:38:052.37] [Customer]  times, constructing a hundred confidence intervals on each try, you should expect the true value,
[00:38:052.37 --> 00:38:058.61] [Customer]  that is the true alpha in the back test example, to be in 95 percent of those confidence intervals.
[00:38:058.81 --> 00:39:004.43] [Customer]  And in five of those experiments, the true value will not be in the interval you construct. Now
[00:39:004.43 --> 00:39:009.15] [Customer]  notice the nature of this. The more times you repeat the experiment, the more likely the chances
[00:39:009.15 --> 00:39:015.81] [Customer]  are that the true value, the true alpha, is not in the constructed interval. And so if you think
[00:39:015.81 --> 00:39:021.13] [Customer]  about this in the context of repeatedly testing for new factors, the more times you attempt to make
[00:39:021.13 --> 00:39:022.35] [Customer]  the higher confidence interval, the more likely the chances are that the true value is not in the
[00:39:022.35 --> 00:39:026.85] [Customer]  example. So you can't predict the likelihood that you will get a spurious result. Now in machine
[00:39:026.85 --> 00:39:031.39] [Customer]  learning, there's a long history of using techniques like out-of-sample testing and
[00:39:031.39 --> 00:39:038.97] [Customer]  cross-validation to help avoid being misled in this way by the data. And instead, when you build
[00:39:038.97 --> 00:39:043.07] [Customer]  a model, you don't validate whether you're confident in the model on the same data that
[00:39:043.07 --> 00:39:048.51] [Customer]  you built it on. You validate its success on out-of-sample data. So to be fair, I think there's
[00:39:048.51 --> 00:39:052.33] [Customer]  been, you know, some complaints from the finance community about the fact that the true value is not in the
[00:39:052.35 --> 00:39:057.15] [Customer]  community that out-of-sample testing and cross-validation are not well suited for time
[00:39:057.15 --> 00:40:003.41] [Customer]  series data. But that has really changed a lot in the last several years. And there are now fairly
[00:40:003.41 --> 00:40:009.81] [Customer]  powerful techniques that have been adapted to time series and finance in general. In particular,
[00:40:009.91 --> 00:40:016.05] [Customer]  there's a paper called The Probability of Backtest Overfit, which introduces this tool that you can
[00:40:016.05 --> 00:40:021.91] [Customer]  download freely to run your backtest through. And this algorithm, The Probability of Backtest
[00:40:022.35 --> 00:40:029.07] [Customer]  Overfit, which was inspired by the machine learning technique called cross-validation, allows you to
[00:40:029.07 --> 00:40:035.67] [Customer]  validate whether your series of backtests is likely to be overfit or not. My point is, is there is a
[00:40:035.67 --> 00:40:041.01] [Customer]  wealth of research in the machine learning community on how to prevent getting fooled by your data and
[00:40:041.01 --> 00:40:046.21] [Customer]  analysis. And I think the finance community could benefit from better understanding this work.
[00:40:046.92 --> 00:40:054.92] [Interviewer]  One of the interesting rabbit holes I went down in preparation for talking with you today was this idea of adversarial examples.
[00:40:056.04 --> 00:41:004.88] [Interviewer]  And it seems to come up a lot in image classification where a neural network is trained to classify an image as an object.
[00:41:005.12 --> 00:41:016.00] [Interviewer]  And by changing one little tiny detail about the image, often imperceptible to the human eye, the neural network is completely confident.
[00:41:016.00 --> 00:41:020.36] [Interviewer]  It is not what the image is or the opposite direction.
[00:41:020.80 --> 00:41:029.32] [Interviewer]  An image that to the human eye looks like complete noise is classified with 100% confidence as being the image.
[00:41:029.46 --> 00:41:039.16] [Interviewer]  And this idea that by exploiting, I guess they're called almost activation pathways of these neural networks, these heavily used activation pathways,
[00:41:039.20 --> 00:41:044.26] [Interviewer]  by exploiting the structure after the neural network has been put in place,
[00:41:044.42 --> 00:41:045.88] [Interviewer]  you can come up with these examples.
[00:41:046.00 --> 00:41:050.14] [Interviewer]  That show really how fragile the neural network may be.
[00:41:050.32 --> 00:41:056.50] [Interviewer]  And obviously maybe there isn't a direct correlation to investing necessarily.
[00:41:057.34 --> 00:42:010.28] [Interviewer]  But it strikes me again that this balance of the threat of opaqueness and fragility of a neural network would almost require a higher degree of confidence to use it.
[00:42:010.70 --> 00:42:015.98] [Interviewer]  That for me, something like a price to book, price to earnings is a very transitive.
[00:42:016.00 --> 00:42:018.12] [Interviewer]  And I think that's something that we should be looking at.
[00:42:018.12 --> 00:42:018.12] [Interviewer] 
[00:42:018.12 --> 00:42:018.30] [Interviewer]  And I think that's something that I think is a very important piece of the approach that we're looking at.
[00:42:018.30 --> 00:42:025.42] [Interviewer]  I want to go back to this idea of developing confidence in this thought of in applying a very, very new concept,
[00:42:025.48 --> 00:42:033.08] [Interviewer]  something that's really only gotten very popular in the last couple of years and maybe isn't incredibly well understood yet.
[00:42:033.28 --> 00:42:039.26] [Interviewer]  Talk to me again about how you go about developing your confidence in applying that approach.
[00:42:040.39 --> 00:42:045.51] [Customer]  Yeah. So the adversarial example is really a kind of creepy thing. And it's related to this
[00:42:045.51 --> 00:42:050.17] [Customer]  whole issue of transparency and model explainability. As I said before, it's very
[00:42:050.17 --> 00:42:055.55] [Customer]  comforting to use an ensemble of decision trees because you can follow the logic of how a model
[00:42:055.55 --> 00:43:001.45] [Customer]  is making a decision about a particular investment. Whereas with a deep neural network, it's not so
[00:43:001.45 --> 00:43:006.91] [Customer]  straightforward. But I would caution here that these issues, adversarial examples and model
[00:43:006.91 --> 00:43:012.03] [Customer]  explainability are insurmountable problems. I mean, going back again to self-driving cars,
[00:43:012.27 --> 00:43:016.65] [Customer]  we're not going to accept a car that crashes more just because we can explain why it made
[00:43:016.65 --> 00:43:021.43] [Customer]  the decision it made. We're going to use the best models there are. And these models are
[00:43:021.43 --> 00:43:026.21] [Customer]  going to be held to a higher standard than even a human in terms of explainability.
[00:43:026.59 --> 00:43:031.51] [Customer]  And that's because it's just not acceptable for a car also to kill someone and not be able to
[00:43:031.51 --> 00:43:036.89] [Customer]  explain why. And so essentially, the incentives are so big and the people who are working,
[00:43:036.89 --> 00:43:042.57] [Customer]  super smart. So this is going to get figured out. And not surprisingly, there's a lot of great
[00:43:042.57 --> 00:43:048.85] [Customer]  research going on in this area, basically, in how to take actions of deep neural networks and
[00:43:048.85 --> 00:43:055.07] [Customer]  convert any specific action into an explanation. And further, how to make a deep neural network
[00:43:055.07 --> 00:43:057.23] [Customer]  safe from adversarial type examples.
[00:43:058.32 --> 00:44:002.48] [Interviewer]  There are sort of three big categories that people point to when it comes to opportunities
[00:44:002.48 --> 00:44:003.60] [Interviewer]  to outperform the market.
[00:44:003.76 --> 00:44:006.68] [Interviewer]  The first is three big edges, so to speak.
[00:44:006.80 --> 00:44:011.90] [Interviewer]  First is an informational edge, that you've got better information than the rest of the
[00:44:011.90 --> 00:44:012.18] [Interviewer]  market.
[00:44:012.82 --> 00:44:018.48] [Interviewer]  The second is what I would call an analytical edge, that everyone has the same information,
[00:44:018.56 --> 00:44:020.80] [Interviewer]  but you're able to interpret it with more accuracy.
[00:44:021.42 --> 00:44:025.84] [Interviewer]  And then the final one that I would argue is an emotional edge, that everyone's got
[00:44:025.84 --> 00:44:026.56] [Interviewer]  the same information.
[00:44:026.56 --> 00:44:030.98] [Interviewer]  They can all interpret it with the same accuracy, but you've got better fortitude to hold
[00:44:030.98 --> 00:44:034.42] [Interviewer]  through pain when other investors fold and pass you the alpha.
[00:44:034.86 --> 00:44:039.34] [Interviewer]  Machine learning has been this really interesting space that's really been driven by an open
[00:44:039.34 --> 00:44:045.04] [Interviewer]  source endeavor, that a lot of companies like Facebook and Google are publishing all of
[00:44:045.04 --> 00:44:050.08] [Interviewer]  these tools that lower the barrier to entry for people who want to start exploring data
[00:44:050.08 --> 00:44:051.32] [Interviewer]  sets with machine learning.
[00:44:051.52 --> 00:44:056.12] [Interviewer]  And it strikes me that if machine learning is really an analytical edge,
[00:44:056.56 --> 00:45:005.00] [Interviewer]  in that second category, that there's going to be to a large degree, an arms race that leads to
[00:45:005.00 --> 00:45:010.86] [Interviewer]  diminishing returns in the applicability of machine learning as an investment edge.
[00:45:011.38 --> 00:45:018.64] [Interviewer]  Do you think that the edge in applying machine learning is analytical and that over time that
[00:45:018.64 --> 00:45:019.74] [Interviewer]  edge may degrade?
[00:45:019.80 --> 00:45:024.68] [Interviewer]  Or do you think there's a sustainable edge here for the application of machine learning
[00:45:024.68 --> 00:45:026.12] [Interviewer]  in the investment landscape?
[00:45:027.32 --> 00:45:030.34] [Customer]  So again, this is not something that's unique to machine learning.
[00:45:030.54 --> 00:45:035.40] [Customer]  I mean, any strategy that's out there is simple, makes money, and especially one that makes
[00:45:035.40 --> 00:45:036.60] [Customer]  money in a short amount of time.
[00:45:036.92 --> 00:45:040.30] [Customer]  If it's known, it's going to be susceptible to being arbitraged away.
[00:45:040.84 --> 00:45:044.70] [Customer]  This is obviously maybe more true with higher frequency trading.
[00:45:044.86 --> 00:45:050.06] [Customer]  But even in factor models, you're starting to see people wondering, wow, does book-to-market
[00:45:050.06 --> 00:45:050.84] [Customer]  really work anymore?
[00:45:051.12 --> 00:45:055.46] [Customer]  And some argue that it doesn't work because maybe the balance sheet doesn't reflect true
[00:45:055.46 --> 00:45:058.02] [Customer]  value of assets anymore, especially intangibles.
[00:45:058.16 --> 00:46:001.12] [Customer]  But others make the argument that it's just an overcrowded factor.
[00:46:001.32 --> 00:46:003.26] [Customer]  I think the verdict is still out on that.
[00:46:003.40 --> 00:46:009.34] [Customer]  It is interesting that with machine learning, there is a sort of flip side of the lack of
[00:46:009.34 --> 00:46:014.22] [Customer]  transparency when we don't engage in factor engineering and instead use raw financial
[00:46:014.22 --> 00:46:017.30] [Customer]  information as input to, say, a deep neural network.
[00:46:017.70 --> 00:46:024.24] [Customer]  I mean, that is the model remains a sort of secret sauce embedded within this deep neural
[00:46:024.24 --> 00:46:024.70] [Customer]  network.
[00:46:024.70 --> 00:46:031.14] [Customer]  And the model cannot really become well known like a factor that someone can know, replicate,
[00:46:031.38 --> 00:46:032.36] [Customer]  and arbitrage away.
[00:46:033.42 --> 00:46:037.12] [Interviewer]  Machine learning is an area of really rapid growth right now.
[00:46:037.68 --> 00:46:041.76] [Interviewer]  Lots of acceleration in developments in access to software.
[00:46:042.56 --> 00:46:047.48] [Interviewer]  If someone wants to enter this field, what's the best way, what's sort of the
[00:46:047.48 --> 00:46:050.10] [Interviewer]  foundational knowledge they need to develop?
[00:46:050.36 --> 00:46:053.76] [Interviewer]  Let's say someone's in college, for example, what are sort of the core
[00:46:053.76 --> 00:46:057.52] [Interviewer]  curriculum they need to think about taking and what's the best way for
[00:46:057.52 --> 00:47:000.26] [Interviewer]  someone to say abreast of the developments that are happening?
[00:47:001.46 --> 00:47:005.90] [Customer]  So I think it's really an amazing time to be learning machine learning.
[00:47:006.18 --> 00:47:010.34] [Customer]  And I think what I would recommend to anybody who's interested in it, make sure you have
[00:47:010.34 --> 00:47:017.84] [Customer]  a solid foundation in math, statistics, linear algebra, and then jump in and take Andrew
[00:47:017.84 --> 00:47:022.56] [Customer]  Ng's course, his Stanford MOOC on introduction to machine learning.
[00:47:022.74 --> 00:47:023.88] [Customer]  It's just amazing.
[00:47:024.02 --> 00:47:027.68] [Customer]  And then, as I mentioned earlier, there's all these companies that are investing heavily
[00:47:027.68 --> 00:47:032.56] [Customer]  in tools and putting them out there so people can use Google's TensorFlow.
[00:47:033.16 --> 00:47:034.48] [Customer]  Facebook has tools.
[00:47:035.18 --> 00:47:038.34] [Customer]  Amazon has a huge number of tools within AWS.
[00:47:038.94 --> 00:47:043.52] [Customer]  So there are great resources out there for people if they want to learn machine learning.
[00:47:044.21 --> 00:47:045.59] [Interviewer]  John, last question for you.
[00:47:045.63 --> 00:47:048.81] [Interviewer]  And this is the question I have been asking everyone at the end of the podcast.
[00:47:049.53 --> 00:47:057.73] [Interviewer]  And it is, if you were to describe yourself as an investment strategy, what strategy would that be?
[00:47:057.83 --> 00:48:002.89] [Interviewer]  So what is the investment strategy that best encapsulates your personality?
